ID_REF	pre_symp_4_VALUE
221544_s_at	57.3
221543_s_at	72.6
221542_s_at	81.3
221541_at	227.9
221540_x_at	41.2
221539_at	61.6
221538_s_at	7.9
221537_at	73.6
221536_s_at	90.1
221535_at	57.3
221534_at	222.4
221533_at	89.5
221532_s_at	98.2
221531_at	12.7
221530_s_at	50.2
221529_s_at	6
221528_s_at	36.7
221527_s_at	5.2
221526_x_at	41.7
221525_at	27.2
221524_s_at	18.6
221523_s_at	85.5
221522_at	123.8
221521_s_at	35.2
221520_s_at	8.3
221519_at	80.7
221518_s_at	89
221517_s_at	78.2
221516_s_at	200.2
221515_s_at	160.7
221514_at	75.9
221513_s_at	23.9
221512_at	6.5
221511_x_at	30
221510_s_at	43.2
221509_at	116.7
221508_at	96.2
221507_at	87.6
221506_s_at	29
221505_at	90.4
221504_s_at	38.7
221503_s_at	58.2
221502_at	60.4
221501_x_at	389.6
221500_s_at	283.8
221499_s_at	150.6
221498_at	188.2
221497_x_at	119.8
221496_s_at	6.7
221495_s_at	393.1
221494_x_at	776.2
221493_at	179.8
221492_s_at	189.5
221491_x_at	100.5
221490_at	295.2
221489_s_at	230.4
221488_s_at	292
221487_s_at	4.1
221486_at	70.9
221485_at	298.4
221484_at	398.1
221483_s_at	417
221482_s_at	7.5
221481_x_at	490.3
221480_at	64.1
221479_s_at	1790.2
221478_at	213.9
221477_s_at	350.3
221476_s_at	344.7
221475_s_at	714.5
221474_at	610.7
221473_x_at	136.8
221472_at	222
221471_at	162.9
221470_s_at	15.8
221469_at	60.1
221468_at	40.4
221467_at	79
221466_at	126.3
221465_at	20.7
221464_at	80.4
221463_at	12.4
221462_x_at	4.2
221461_at	45.3
221460_at	112.7
221459_at	23.2
221458_at	51.6
221457_s_at	14.7
221456_at	7.1
221455_s_at	30.1
221454_at	8.9
221453_at	122
221452_s_at	78.1
221451_s_at	19.3
221450_x_at	4.6
221449_s_at	16.1
221448_s_at	97.7
221447_s_at	183.4
221446_at	62.6
221445_at	111.9
221444_at	31
221443_x_at	80.8
221442_at	29.3
221441_at	7.7
221440_s_at	11.2
221439_at	37.3
221438_s_at	4.9
221437_s_at	5.8
221436_s_at	37.7
221435_x_at	185.1
221434_s_at	48
221433_at	62.9
221432_s_at	87.3
221431_s_at	96.5
221430_s_at	75
221429_x_at	39.5
221428_s_at	91.5
221427_s_at	6.8
221426_s_at	134.4
221425_s_at	34.6
221424_s_at	14.9
221423_s_at	128
221422_s_at	13.8
221421_s_at	161.7
221420_at	30.1
221419_s_at	120
221418_s_at	7.6
221417_x_at	4.1
221416_at	40.1
221415_s_at	151.9
221414_s_at	131.4
221413_at	69.4
221412_at	67.2
221411_at	2.2
221410_x_at	19.6
221409_at	142.9
221408_x_at	7.4
221407_at	50.3
221406_s_at	15.6
221405_at	22.1
221404_at	47.3
221403_s_at	3.1
221402_at	109
221401_at	20.1
221400_at	11.2
221399_at	17.4
221398_at	2
221397_at	27.3
221396_at	10.3
221395_at	6.2
221394_at	55.7
221393_at	63.2
221392_at	9.7
221391_at	51.6
221390_s_at	120.8
221389_at	9.5
221388_at	21.1
221387_at	49.3
221386_at	3.3
221385_s_at	36.8
221384_at	69.7
221383_at	3.3
221382_at	194.9
221381_s_at	146.1
221380_at	8.5
221379_at	15.5
221378_at	91.9
221377_s_at	41.7
221376_at	39.7
221375_at	68.1
221374_at	70.5
221373_x_at	15.3
221372_s_at	5.7
221371_at	93.7
221370_at	79.2
221369_at	7.7
221368_at	3.6
221367_at	130.6
221366_at	10
221365_at	15.1
221364_at	73.2
221363_x_at	11.4
221362_at	7.8
221361_at	19.3
221360_s_at	48.8
221359_at	53.1
221358_at	7.9
221357_at	22.5
221356_x_at	23.3
221355_at	41.9
221354_s_at	55.2
221353_at	10.6
221352_at	63.6
221351_at	11.5
221350_at	9.8
221349_at	3.9
221348_at	97.3
221347_at	39.2
221346_at	158.5
221345_at	617.1
221344_at	139.8
221343_at	48.7
221342_at	95.8
221341_s_at	29.9
221340_at	12.6
221339_at	73.3
221338_at	86.6
221337_s_at	28.2
221336_at	4.7
221335_x_at	91.4
221334_s_at	33.1
221333_at	8
221332_at	106.5
221331_x_at	5.2
221330_at	31
221329_at	53.9
221328_at	162.3
221327_s_at	6.5
221326_s_at	68.7
221325_at	4.5
221324_at	15.4
221323_at	89.3
221322_at	5.4
221321_s_at	64.3
221320_at	15.3
221319_at	2.8
221318_at	160.1
221317_x_at	22.7
221316_at	6.2
221315_s_at	8.5
221314_at	5.1
221313_at	17.3
221312_at	3.3
221311_x_at	11.4
221310_at	6.2
221309_at	123.5
221308_at	6.9
221307_at	48.5
221306_at	136.4
221305_s_at	5.7
221304_at	36.7
221303_at	75.4
221302_at	63
221301_at	87.9
221300_at	169.9
221299_at	77.7
221298_s_at	74.3
221297_at	154.4
221296_at	73.8
221295_at	11.4
221294_at	29.9
221293_s_at	143.9
221292_at	78
221291_at	6
221290_s_at	2.7
221289_at	6
221288_at	8
221287_at	157.8
221286_s_at	11.2
221285_at	2.7
221284_s_at	14.9
221283_at	86.5
221282_x_at	9.9
221281_at	72.4
221280_s_at	43
221279_at	3.2
221278_at	4
221277_s_at	19.1
221276_s_at	4.2
221275_s_at	6.6
221274_s_at	99.8
221273_s_at	16.2
221272_s_at	4.3
221271_at	105.5
221270_s_at	24.4
221269_s_at	971
221268_s_at	30.6
221267_s_at	292.6
221266_s_at	26.2
221265_s_at	117.7
221264_s_at	104.5
221263_s_at	333.6
221262_s_at	60.2
221261_x_at	9.6
221260_s_at	63.1
221259_s_at	8.6
221258_s_at	5.8
221257_x_at	152.2
221256_s_at	20
221255_s_at	149.8
221254_s_at	6.1
221253_s_at	464.1
221252_s_at	39
221251_x_at	11
221250_s_at	15.4
221249_s_at	364.7
221248_s_at	75.3
221247_s_at	70.3
221246_x_at	125.8
221245_s_at	23.3
221244_s_at	51.7
221243_s_at	42.2
221242_at	105.9
221241_s_at	26.7
221240_s_at	149.4
221239_s_at	75.9
221238_at	23.7
221237_s_at	19.3
221236_s_at	74.8
221235_s_at	123.8
221234_s_at	77.6
221233_s_at	5.9
221232_s_at	6.4
221231_s_at	19.3
221230_s_at	68.8
221229_s_at	7.5
221228_s_at	14.8
221227_x_at	171.5
221226_s_at	29.9
221225_at	27.1
221224_s_at	5.3
221223_x_at	589.7
221222_s_at	55.2
221221_s_at	55.2
221220_s_at	70.4
221219_s_at	102.9
221218_s_at	106.7
221217_s_at	41.4
221216_s_at	119.2
221215_s_at	26.4
221214_s_at	90.6
221213_s_at	2.5
221212_x_at	4.8
221211_s_at	190.4
221210_s_at	334
221209_s_at	30
221208_s_at	3.5
221207_s_at	13.5
221206_at	8.4
221205_at	74.4
221204_s_at	19.8
221203_s_at	100.7
221202_at	81.7
221201_s_at	48.1
221200_at	3.3
221199_at	9.8
221198_at	7.2
221197_s_at	41
221196_x_at	5.6
221195_at	14.9
221194_s_at	20.5
221193_s_at	15.8
221192_x_at	131.7
221191_at	37.5
221190_s_at	237
221189_s_at	26.5
221188_s_at	267.6
221187_s_at	3.6
221186_at	98.2
221185_s_at	28.3
221184_at	72.3
221183_at	13.7
221182_at	33.2
221181_at	11.1
221180_at	29.6
221179_at	11.4
221178_at	49.4
221177_at	49.2
221176_x_at	157.6
221175_at	5.4
221174_at	11.2
221173_at	153.8
221172_at	13.7
221171_at	68.4
221170_at	82.1
221169_s_at	50.7
221168_at	6
221167_s_at	11.9
221166_at	18.1
221165_s_at	34.9
221164_x_at	199.6
221163_s_at	200.2
221162_at	38.1
221161_at	19.6
221160_s_at	34.3
221159_at	98.6
221158_at	118.9
221157_s_at	8.9
221156_x_at	39.2
221155_x_at	166.8
221154_at	18.8
221153_s_at	10.8
221152_at	28.3
221151_at	4.9
221150_at	11.6
221149_at	42.7
221148_at	71.7
221147_x_at	41.9
221146_at	7.5
221145_at	1.9
221144_at	38.3
221143_at	56.9
221142_s_at	64.1
221141_x_at	167.2
221140_s_at	10.6
221139_s_at	73.9
221138_s_at	33
221137_at	53.2
221136_at	153.6
221135_s_at	69.4
221134_at	13.6
221133_s_at	5.2
221132_at	6
221131_at	41.8
221130_s_at	8.7
221129_at	3.3
221128_at	149.8
221127_s_at	3.2
221126_at	7.5
221125_s_at	80.8
221124_s_at	14.1
221123_x_at	60.9
221122_at	33.7
221121_at	33.4
221120_at	58.4
221119_at	145.7
221118_at	26
221117_at	7.3
221116_at	9.8
221115_s_at	79
221114_at	27.4
221113_s_at	28.3
221112_at	113
221111_at	9.1
221110_x_at	15.7
221109_at	9.2
221108_at	32.8
221107_at	120.5
221106_at	67
221105_at	54.9
221104_s_at	113.3
221103_s_at	59.4
221102_s_at	18.9
221101_at	49.3
221100_at	82.3
221099_at	49.8
221098_x_at	4
221097_s_at	66.9
221096_s_at	41.3
221095_s_at	19
221094_s_at	138.8
221093_at	43.1
221092_at	49.4
221091_at	33.8
221090_s_at	97.8
221089_at	2.5
221088_s_at	38.2
221087_s_at	228.9
221086_s_at	4
221085_at	4.6
221084_at	53.9
221083_at	84.3
221082_s_at	62
221081_s_at	239.8
221080_s_at	184.4
221079_s_at	5.3
221078_s_at	21.5
221077_at	153
221076_at	1
221075_s_at	14.8
221074_at	8.7
221073_s_at	251.7
221072_at	21.5
221071_at	13.5
221070_s_at	35.6
221069_s_at	104.8
221068_at	12.5
221067_s_at	49.8
221066_at	3.2
221065_s_at	92
221064_s_at	52.4
221063_x_at	75.8
221062_at	52.6
221061_at	132.5
221060_s_at	166.4
221059_s_at	1650.5
221058_s_at	93.9
221057_at	19.2
221056_x_at	106.4
221054_s_at	7.2
221053_s_at	68.8
221052_at	90.6
221051_s_at	69
221050_s_at	239
221049_s_at	21
221048_x_at	11.6
221047_s_at	85.1
221046_s_at	104.6
221045_s_at	49.2
221044_s_at	109.3
221043_at	17.5
221042_s_at	24
221041_s_at	152
221040_at	25
221039_s_at	350.4
221038_at	3.3
221037_s_at	19.5
221036_s_at	158.2
221035_s_at	11.7
221034_s_at	116.2
221033_s_at	132.9
221032_s_at	64.9
221031_s_at	7.9
221030_s_at	59.3
221029_s_at	4.4
221028_s_at	17.1
221027_s_at	95.4
221026_s_at	8.4
221025_x_at	102.9
221024_s_at	5.8
221023_s_at	89.2
221022_s_at	44.8
221021_s_at	145.5
221020_s_at	45.3
221019_s_at	110.8
221018_s_at	37.4
221017_s_at	8.6
221016_s_at	93.8
221015_s_at	9.9
221014_s_at	44.2
221013_s_at	72.7
221012_s_at	169.1
221011_s_at	290.2
221010_s_at	128
221009_s_at	45.2
221008_s_at	38.1
221007_s_at	3.3
221006_s_at	163.8
221005_s_at	15.4
221004_s_at	6.6
221003_s_at	3.3
221002_s_at	320.3
221001_at	13.6
221000_s_at	57
220999_s_at	60.1
220998_s_at	96.3
220997_s_at	15.2
220996_s_at	114.5
220995_at	124.5
220994_s_at	12
220993_s_at	34.1
220992_s_at	70.2
220991_s_at	33.6
220990_s_at	1187.5
220989_s_at	25.7
220988_s_at	98.4
220987_s_at	658
220986_s_at	3.6
220985_s_at	4
220984_s_at	76.6
220983_s_at	3.6
220982_s_at	33.8
220981_x_at	38.4
220980_s_at	439.6
220979_s_at	28.3
220978_at	4.2
220977_x_at	97
220976_s_at	13.6
220975_s_at	17.4
220974_x_at	21.4
220973_s_at	63
220972_s_at	8.3
220971_at	15
220970_s_at	5.5
220969_s_at	95.2
220968_s_at	98.8
220967_s_at	8.4
220966_x_at	23.5
220965_s_at	67.2
220964_s_at	366.6
220963_s_at	34.3
220962_s_at	179.4
220961_s_at	74.4
220960_x_at	684.6
220959_s_at	65.1
220958_at	5.7
220957_at	63
220956_s_at	121.1
220955_x_at	4.1
220954_s_at	67.1
220953_s_at	122.9
220952_s_at	34.4
220951_s_at	152
220950_s_at	23.6
220949_s_at	283.2
220948_s_at	214.8
220947_s_at	306.4
220946_s_at	49.4
220945_x_at	110.4
220944_at	127.5
220943_s_at	29.9
220942_x_at	102.4
220941_s_at	52.8
220940_at	48.9
220939_s_at	417.8
220938_s_at	25.4
220937_s_at	92.3
220936_s_at	17
220935_s_at	23.7
220934_s_at	53.8
220933_s_at	661.8
220932_at	3
220931_at	6.1
220930_s_at	11.5
220929_at	147.9
220928_s_at	8.6
220927_s_at	3.5
220926_s_at	23.9
220925_at	48.9
220924_s_at	137.3
220923_s_at	85.4
220922_s_at	11.1
220921_at	7.3
220920_at	60.7
220919_s_at	4.6
220918_at	159.1
220917_s_at	6.3
220916_at	2.6
220915_s_at	103.6
220914_at	54.8
220913_at	7
220912_at	5.7
220911_s_at	7.5
220910_at	65
220909_at	51.1
220908_at	99.2
220907_at	11.8
220906_at	85.9
220905_at	14.9
220904_at	139.1
220903_at	16.3
220902_at	57.6
220901_at	6
220900_at	2.2
220899_at	69.7
220898_at	32.2
220897_at	24.6
220896_at	12.4
220895_at	16.2
220894_x_at	10.1
220893_at	26.4
220892_s_at	96.3
220891_at	42.8
220890_s_at	103.1
220889_s_at	7
220888_s_at	49.5
220887_at	8.6
220886_at	39.2
220885_s_at	93.9
220884_at	2.4
220883_at	12.8
220882_at	34.6
220881_at	7.1
220880_at	28.9
220879_at	13.2
220878_at	6.9
220877_at	77
220876_at	6
220875_at	59.6
220874_at	2.1
220873_at	22.1
220872_at	63.8
220871_at	32.4
220870_at	83.1
220869_at	4.7
220868_s_at	45.3
220867_s_at	109.3
220866_at	20.5
220865_s_at	91.1
220864_s_at	84.6
220863_at	14.9
220862_s_at	14.1
220861_at	17.5
220860_at	29.4
220859_at	117.5
220858_at	10
220857_at	49.3
220856_x_at	1100.3
220855_at	11.1
220854_at	15.1
220853_at	73
220852_at	51
220851_at	8.9
220850_at	3.8
220849_at	16.6
220848_x_at	22.6
220847_x_at	10.5
220846_s_at	20.7
220845_at	17.6
220844_at	25.2
220843_s_at	4.2
220842_at	28.9
220841_s_at	91.3
220840_s_at	6.8
220839_at	8.1
220838_at	15.8
220837_at	18.8
220836_at	7.6
220835_s_at	2.3
220834_at	27.6
220833_at	61.9
220832_at	108.5
220831_at	20.8
220830_at	2.2
220829_s_at	9.1
220828_s_at	34.6
220827_at	41.4
220826_at	76.3
220825_s_at	13.7
220824_at	48.7
220823_at	70.4
220822_at	30.5
220821_at	10.5
220820_at	3.9
220819_at	19.5
220818_s_at	3.4
220817_at	35.4
220816_at	67.5
220815_at	37.4
220814_at	3.2
220813_at	34.4
220812_s_at	8.6
220811_at	120.4
220810_at	9.9
220809_at	28.5
220808_at	16.5
220807_at	237.6
220806_x_at	73.9
220805_at	84.4
220804_s_at	15.9
220803_at	28.9
220802_at	53.2
220801_s_at	101.1
220800_s_at	35.7
220799_at	44.4
220798_x_at	17.6
220797_at	21
220796_x_at	716.5
220795_s_at	102.1
220794_at	13.6
220793_at	6.8
220792_at	146.7
220791_x_at	62.1
220790_s_at	48.9
220789_s_at	16.2
220788_s_at	60.1
220787_at	5.9
220786_s_at	39.7
220785_at	67.1
220784_s_at	31.9
220783_at	38.6
220782_x_at	123
220781_at	63
220780_at	11.5
220779_at	17.2
220778_x_at	38
220777_at	177.1
220776_at	85.5
220775_s_at	66.8
220774_at	71.6
220773_s_at	7.5
220772_at	1.5
220771_at	1.3
220770_s_at	2
220769_s_at	51.6
220768_s_at	86.3
220767_at	58.7
220766_at	3.4
220765_s_at	163.6
220764_at	5.7
220763_at	25
220762_s_at	18.5
220761_s_at	400.2
220760_x_at	112.4
220759_at	6.8
220758_s_at	118.7
220757_s_at	291.3
220756_s_at	9.6
220755_s_at	301.8
220754_at	3
220753_s_at	122.2
220752_at	8.1
220751_s_at	265.8
220750_s_at	12.6
220749_at	51.7
220748_s_at	13.9
220747_at	12.6
220746_s_at	145.7
220745_at	128.7
220744_s_at	7.2
220743_at	73
220742_s_at	182.9
220741_s_at	76.4
220740_s_at	110.8
220739_s_at	174.3
220738_s_at	30.7
220737_at	37
220736_at	53.6
220735_s_at	37.2
220734_s_at	81.3
220733_at	2.5
220732_at	84.9
220731_s_at	102.9
220730_at	22.5
220729_at	10.3
220728_at	26
220727_at	51.1
220726_at	15.1
220725_x_at	250.8
220724_at	40.8
220723_s_at	52.3
220722_s_at	38.5
220721_at	106.3
220720_x_at	168.5
220719_at	32.7
220718_at	4.9
220717_at	7.9
220716_at	7.5
220715_at	89.7
220714_at	17.2
220713_at	69.7
220712_at	238.4
220711_at	6.3
220710_at	97.4
220709_at	7.2
220708_at	121.8
220707_s_at	5.4
220706_at	8.6
220705_s_at	115.9
220704_at	74.7
220703_at	73.3
220702_at	61.8
220701_at	81.5
220700_at	71.4
220699_s_at	43.4
220698_at	11.3
220697_at	8.4
220696_at	64.8
220695_at	31.8
220694_at	68.9
220693_at	40.5
220692_at	7.1
220691_at	20.4
220690_s_at	49.6
220689_at	48.2
220688_s_at	99.3
220687_at	31.9
220686_s_at	93
220685_at	60.1
220684_at	200.6
220683_at	48
220682_s_at	18.5
220681_at	116
220680_at	9.3
220679_s_at	17
220678_at	11.8
220677_s_at	22.1
220676_at	36.8
220675_s_at	10.6
220674_at	9.8
220673_s_at	52.3
220672_at	68.5
220671_at	123.1
220670_at	34.7
220669_at	2.2
220668_s_at	14.8
220667_at	8.3
220666_at	2.2
220665_at	130.3
220664_at	9.3
220663_at	72
220662_s_at	9.4
220661_s_at	129.9
220660_at	54.2
220659_s_at	345.3
220658_s_at	15.7
220657_at	7.3
220656_at	16.9
220655_at	19.3
220654_at	45.8
220653_at	100.1
220652_at	29.2
220651_s_at	32
220650_s_at	13.5
220649_at	2.6
220648_at	4.7
220647_s_at	26.2
220646_s_at	133.7
220645_at	11.9
220644_at	9.4
220643_s_at	3.8
220642_x_at	139.7
220641_at	102.6
220640_at	31.3
220639_at	4.9
220638_s_at	8.7
220637_at	31.2
220636_at	32.6
220635_at	22.1
220634_at	11.3
220633_s_at	10.6
220632_s_at	77.1
220631_at	87.3
220630_s_at	130.1
220629_at	6.5
220628_s_at	41.9
220627_at	64.6
220626_at	4.5
220625_s_at	109.6
220624_s_at	4.6
220623_s_at	33.5
220622_at	9.1
220621_at	15
220620_at	25.4
220619_at	39.9
220618_s_at	29.2
220617_s_at	19.4
220616_at	8.8
220615_s_at	125.6
220614_s_at	5.4
220613_s_at	8
220612_at	75.4
220611_at	17.6
220610_s_at	40.3
220609_at	5.9
220608_s_at	20.5
220607_x_at	207.1
220606_s_at	12.3
220605_s_at	280.4
220604_x_at	80.6
220603_s_at	108.7
220602_s_at	57.5
220601_at	3.7
220600_at	119.4
220599_s_at	81.8
220598_at	7.9
220597_s_at	113.6
220596_at	18.6
220595_at	2.7
220594_at	38.8
220593_s_at	15.1
220592_at	71.9
220591_s_at	74.4
220590_at	13.1
220589_s_at	21.9
220588_at	52.3
220587_s_at	32.2
220586_at	30.9
220585_at	18.4
220584_at	11.9
220583_at	5.8
220582_at	8.6
220581_at	56.4
220580_at	8.4
220579_at	8.7
220578_at	54.2
220577_at	82.7
220576_at	37.6
220575_at	34.9
220574_at	74.8
220573_at	12.1
220572_at	18.9
220571_at	90.6
220570_at	129.1
220569_at	55.1
220568_at	8.3
220567_at	9
220566_at	164.5
220565_at	36.6
220564_at	33.5
220563_s_at	21.8
220562_at	10.9
220561_at	7.7
220560_at	229.1
220559_at	44.4
220558_x_at	110
220557_s_at	10.4
220556_at	12.9
220555_s_at	46.8
220554_at	16.1
220553_s_at	43.5
220552_at	9
220551_at	34.3
220550_at	1.7
220549_at	6
220548_at	9.7
220547_s_at	96.1
220546_at	8.9
220545_s_at	15.7
220544_at	109.3
220543_at	70.6
220542_s_at	133
220541_at	46.4
220540_at	25.9
220539_at	5.9
220538_at	51.5
220537_at	45.5
220536_at	27.9
220535_at	14.7
220534_at	104.5
220533_at	87.9
220532_s_at	222.5
220531_at	3.4
220530_at	2.8
220529_at	75.7
220528_at	193.8
220527_at	4.9
220526_s_at	136.9
220525_s_at	104.3
220524_at	120.1
220523_at	14.7
220522_at	105.2
220521_s_at	83.6
220520_s_at	3
220519_s_at	122.7
220518_at	33.6
220517_at	39.1
220516_at	6.7
220515_at	16.7
220514_at	21.8
220513_at	32.4
220512_at	37.1
220511_s_at	59.4
220510_at	23.3
220509_at	70.8
220508_at	70.2
220507_s_at	11.2
220506_at	10.2
220505_at	13.2
220504_at	8.1
220503_at	2.1
220502_s_at	2.8
220501_at	13.2
220500_s_at	7.8
220499_at	17
220498_at	17.8
220497_at	39.6
220496_at	68.2
220495_s_at	99.4
220494_s_at	23.9
220493_at	12.2
220492_s_at	37.5
220491_at	59.3
220490_at	12.7
220489_s_at	4
220488_s_at	160.1
220487_at	4.8
220486_x_at	267
220485_s_at	139.5
220484_at	7.9
220483_s_at	5.2
220482_s_at	11
220481_at	10.4
220480_at	4.4
220479_at	19.5
220478_at	12.9
220477_s_at	67.8
220476_s_at	26
220475_at	57.6
220474_at	66.1
220473_s_at	54.9
220472_at	9.2
220471_s_at	72
220470_at	45.4
220469_at	13.2
220468_at	18.4
220467_at	267.7
220466_at	42.2
220465_at	228.2
220464_at	118.5
220463_at	100.6
220462_at	34.6
220461_at	21.9
220460_at	66
220459_at	12
220458_at	8
220457_at	13.6
220456_at	1.6
220455_at	16.5
220454_s_at	129.3
220453_at	122.3
220452_x_at	170.2
220451_s_at	61
220450_at	15.2
220449_at	75
220448_at	35.5
220447_at	6.8
220446_s_at	92.5
220445_s_at	9.4
220444_at	6.1
220443_s_at	15.4
220442_at	32.5
220441_at	134.8
220440_at	21.4
220439_at	96.9
220438_at	6.7
220437_at	41.2
220436_at	22
220435_at	41.4
220434_at	35.9
220433_at	21.4
220432_s_at	2.6
220431_at	9.8
220430_at	48.2
220429_at	49.1
220428_at	86.9
220427_at	20.5
220426_at	47.3
220425_x_at	22.6
220424_at	16.7
220423_at	14.1
220422_at	45.3
220421_at	108.5
220420_at	10.6
220419_s_at	259.5
220418_at	21.8
220417_s_at	151.3
220416_at	22.9
220415_at	8.7
220414_at	4.7
220413_at	75.1
220412_x_at	59.3
220411_x_at	61.9
220410_s_at	45.9
220409_at	3.5
220408_x_at	142.4
220407_s_at	44.9
220406_at	34.3
220405_at	73.5
220404_at	460.4
220403_s_at	5.1
220402_at	9.7
220401_at	33.9
220400_at	33.8
220399_at	5.3
220398_at	19.6
220397_at	5.5
220396_at	16.6
220395_at	435.6
220394_at	43.1
220393_at	2.2
220392_at	30.9
220391_at	6.9
220390_at	45
220389_at	52.8
220388_at	4.4
220387_s_at	52.9
220386_s_at	66.6
220385_at	7
220384_at	4.3
220383_at	50.8
220382_s_at	65.5
220381_at	3.5
220380_at	65.5
220379_at	147.8
220378_at	41.7
220377_at	4.4
220376_at	3.6
220375_s_at	147.5
220374_at	64.3
220373_at	18.2
220372_at	27.3
220371_s_at	196.4
220370_s_at	2.4
220369_at	7.5
220368_s_at	65.1
220367_s_at	175.9
220366_at	187.7
220365_at	3.2
220364_at	3
220363_s_at	16
220362_at	4.5
220361_at	6.4
220360_at	4.8
220359_s_at	3.1
220358_at	74.3
220357_s_at	99.6
220356_at	4.2
220355_s_at	217.4
220354_at	4.9
220353_at	3.3
220352_x_at	185
220351_at	25.5
220350_at	20.9
220349_s_at	19.3
220348_at	34.1
220347_at	62.4
220346_at	10.9
220345_at	50.8
220344_at	18.3
220343_at	52.5
220342_x_at	11.4
220341_s_at	84
220340_at	44.9
220339_s_at	42.2
220338_at	16.6
220337_at	10.4
220336_s_at	91.1
220335_x_at	26.3
220334_at	38.6
220333_at	12.6
220332_at	43.5
220331_at	12.7
220330_s_at	47.2
220329_s_at	7.5
220328_at	1.8
220327_at	52.3
220326_s_at	217
220325_at	38.8
220324_at	83.1
220323_at	322.9
220322_at	47
220321_s_at	33.1
220320_at	125.6
220319_s_at	432.3
220318_at	5.4
220317_at	32.9
220316_at	89.4
220315_at	55.7
220314_at	19.2
220313_at	55.7
220312_at	6.3
220311_at	17.8
220310_at	66.9
220309_at	9.9
220308_at	24.8
220307_at	100.4
220306_at	172.3
220305_at	66
220304_s_at	117.5
220303_at	20.7
220302_at	16.7
220301_at	24.9
220300_at	74.5
220299_at	36.2
220298_s_at	21.2
220297_at	23.3
220296_at	30.4
220295_x_at	10.7
220294_at	3.5
220293_at	28.4
220292_at	133.2
220291_at	14.7
220290_at	26
220289_s_at	6.5
220288_at	35
220287_at	69.8
220286_at	43.9
220285_at	9.7
220284_at	14.5
220283_at	150.1
220282_at	11.5
220281_at	4.7
220280_s_at	119.7
220279_at	4.2
220278_at	2.5
220277_at	19.2
220276_at	2.6
220275_at	63.5
220274_at	21.2
220273_at	3.5
220272_at	51.8
220271_x_at	6.3
220270_at	7.2
220269_at	19
220268_at	8.9
220267_at	52.2
220266_s_at	49.6
220265_at	34
220264_s_at	26.3
220263_at	85.4
220262_s_at	60.7
220261_s_at	104.2
220260_at	29.6
220259_at	7.4
220258_s_at	17
220257_x_at	84.1
220256_s_at	22.6
220255_at	90.6
220254_at	6
220253_s_at	16.4
220252_x_at	106.6
220251_at	76.1
220250_at	104.2
220249_at	8.7
220248_x_at	365.1
220247_at	3.4
220246_at	8.5
220245_at	17
220244_at	254
220243_at	38.3
220242_x_at	70.7
220241_at	12.3
220240_s_at	49.2
220239_at	67.4
220238_s_at	19.6
220237_at	5.8
220236_at	118.9
220235_s_at	38.9
